domain,competition,bucket,rank,path,suffix,sha256,size_bytes,code_chars,markdown_chars,code_lines,code_cells,markdown_cells,good_hits,bad_hits,score,quality,reasons
Audio,birdclef-2023,40pct,437,Audio/birdclef-2023/rank437_40pct/notedta-2.ipynb,.ipynb,1e5960154270d3736ee70e5d380618db6bd6126d55c79aaa584ec5055dffb56e,17212,11332,0,242,13,0,2,0,43,usable,
Audio,birdclef-2023,70pct,779,Audio/birdclef-2023/rank779_70pct/transform-yamnet-log-mel-to-tfrecord.ipynb,.ipynb,5b5b6bd9e86ca15f175c3f23ce227053de1cff9d947a664889b904202dd31c59,15413,7651,0,164,23,0,4,0,55,strong,
Audio,birdsong-recognition,10pct,94,Audio/birdsong-recognition/rank94_10pct/birdclef24-pretraining-is-all-you-need.ipynb,.ipynb,7c4329b91cc2af0b95e82b4b9ae7ed89bfea36e8d4551a95720648580bd8b898,119298,73735,12558,1422,59,63,8,0,73,strong,
Audio,birdsong-recognition,1st,2,Audio/birdsong-recognition/rank2_1st/birdcall-resnestsed-effnet-b0-ema-all-th04.ipynb,.ipynb,f31bfdd7efa8588b4fbc0e47b922e8ee73b5234393d5c05aadedf1d118165740,90225,83663,156,1678,29,11,3,0,60,strong,
Audio,freesound-audio-tagging-2019,10pct,43,Audio/freesound-audio-tagging-2019/rank43_10pct/sample-submission-all-random.ipynb,.ipynb,b05505b6748b253b9498fabe6503b70aafacf360612426617dad4a7dd46aba6f,14636,329,0,7,2,0,1,3,-67,reject,too_short;bad_keyword;submission_only
Audio,freesound-audio-tagging-2019,1st,100,Audio/freesound-audio-tagging-2019/rank100_1st/cnn-2d-basic-solution-powered-by-fast-ai.ipynb,.ipynb,0aff22834e04426098c2f827d2287861e7b5e708bed6bf1256d1391e83b2db13,19301,13196,2517,251,23,9,4,0,66,strong,
Audio,freesound-audio-tagging-2019,20pct,100,Audio/freesound-audio-tagging-2019/rank100_20pct/cnn-2d-basic-solution-powered-by-fast-ai.ipynb,.ipynb,0aff22834e04426098c2f827d2287861e7b5e708bed6bf1256d1391e83b2db13,19301,13196,2517,251,23,9,4,0,61,strong,
Audio,freesound-audio-tagging-2019,40pct,173,Audio/freesound-audio-tagging-2019/rank173_40pct/fat-2019-80-place-public-lb-solution-lwlrap-70-2.ipynb,.ipynb,b8099f57eecce289efdcd5b29b28bf7bcab4c3ee5b4832a781315afcdbb96f72,15751,11920,886,227,19,4,8,0,73,strong,
Audio,freesound-audio-tagging-2019,70pct,275,Audio/freesound-audio-tagging-2019/rank275_70pct/simple-2d-cnn-classifier-with-pytorch.ipynb,.ipynb,7b5e42a7a06bfd5607125e79c14e6ae54ce33fab52bed8edcac3e246240d9f4e,17483,13790,65,303,25,6,4,0,61,strong,
Audio,rfcx-species-audio-detection,10pct,103,Audio/rfcx-species-audio-detection/rank103_10pct/inverse-stft.ipynb,.ipynb,2aabf9310747c8c785e163d3b97afec4d66eb71b0acc3b5e0113689ebd248fa0,17754,7795,2757,204,16,13,3,0,55,strong,
Audio,rfcx-species-audio-detection,1st,3,Audio/rfcx-species-audio-detection/rank3_1st/rfcx-minimal.ipynb,.ipynb,6b5394513baa1543ae1fc7e7f05ca4c10939ff3c50162a91dc4abd155036c3f3,36219,28024,1635,608,17,6,6,0,78,strong,
Audio,rfcx-species-audio-detection,20pct,181,Audio/rfcx-species-audio-detection/rank181_20pct/rainforest-write-up.ipynb,.ipynb,49ef349d2856b6c55caf5298b8122489565e8ba8d6ab73a3abeddb03e0726569,25253,20309,2648,392,9,8,5,2,43,usable,bad_keyword
Audio,rfcx-species-audio-detection,40pct,452,Audio/rfcx-species-audio-detection/rank452_40pct/rfcx-train-resnet50-with-tpu.ipynb,.ipynb,dcda42fb00bf752f0ab272a7a5cdebbd3d5699c6e3f5d6c700637c1a21fa61ec,33737,26693,894,577,42,15,6,0,73,strong,
Audio,rfcx-species-audio-detection,70pct,575,Audio/rfcx-species-audio-detection/rank575_70pct/recensementoiseauxamazonie.ipynb,.ipynb,dc1337a7b125a453750b20cb65ad07f9dd76800b72bec89ca7da424c5c8c54bf,41892,31927,2564,630,17,15,5,0,67,strong,
CV,cassava-leaf-disease-classification,10pct,385,CV/cassava-leaf-disease-classification/rank385_10pct/analyze-your-model-performance-by-confusion-matrix.ipynb,.ipynb,1c0d7e8f284f0cc0c2b3ec450e7a76c2dcb85852c108c3e84411d59f2b627e18,2782,1051,73,21,11,2,1,0,27,usable,
CV,cassava-leaf-disease-classification,1st,1,CV/cassava-leaf-disease-classification/rank1_1st/cassava-leaf-disease-resnext50.ipynb,.ipynb,852806da7b30b1d2d478a72d18715dea91fc1ec8b8f85a1d05debc016e0842f5,16162,12987,1119,296,11,1,4,0,66,strong,
CV,cassava-leaf-disease-classification,20pct,780,CV/cassava-leaf-disease-classification/rank780_20pct/efn-resnext-vit-ensemble-inference.ipynb,.ipynb,20c2cb9f3f20d5b557297e78832a57a6ec9a16d92ec7dd72f0639a6043bdeb33,9469,6979,438,160,10,11,4,0,61,strong,
CV,cassava-leaf-disease-classification,40pct,1556,CV/cassava-leaf-disease-classification/rank1556_40pct/very-simple-notebook-keras-densenet-gpu.ipynb,.ipynb,12f4e51d7b4602b81922657228003dede77202d28a41e244ad1fa51ba5a0e8a7,6761,4247,90,114,17,6,5,0,67,strong,
CV,cassava-leaf-disease-classification,70pct,2727,CV/cassava-leaf-disease-classification/rank2727_70pct/cassava-leaf-disease.ipynb,.ipynb,3b2db449dc854801a2dc25b0ba8523805a143cccbf5d33b449bea113cbabf5bc,13028,6627,2454,136,26,15,5,0,67,strong,
CV,digit-recognizer,10pct,164,CV/digit-recognizer/rank164_10pct/digit-recognizer-cnn.ipynb,.ipynb,1aae42c409b7fed7c30b254413165fbdd03f6a1d13e12c6b659ef893630b4482,13079,5477,461,140,14,13,7,0,73,strong,
CV,digit-recognizer,10pct,169,CV/digit-recognizer/rank169_10pct/digit-recognizer-cnn.ipynb,.ipynb,1aae42c409b7fed7c30b254413165fbdd03f6a1d13e12c6b659ef893630b4482,13079,5477,461,140,14,13,7,0,73,strong,
CV,digit-recognizer,1st,8,CV/digit-recognizer/rank8_1st/digit-recognizer-cnn-public-mnist-variants.ipynb,.ipynb,aa3a8bdc3b44131fb893a0cea3d4c17d57af8b6790d31d73cad59ab132991554,9236,7807,459,192,5,1,5,0,64,strong,
CV,digit-recognizer,1st,7,CV/digit-recognizer/rank7_1st/digit-recognizer-cnn-public-mnist-variants.ipynb,.ipynb,aa3a8bdc3b44131fb893a0cea3d4c17d57af8b6790d31d73cad59ab132991554,9236,7807,459,192,5,1,5,0,64,strong,
CV,digit-recognizer,1st,4,CV/digit-recognizer/rank4_1st/mnist-1-nn-with-pytorch.ipynb,.ipynb,1d9a781e637f90d191099dbcd0b1b28c43f47d660760b132aeb77b8fbb603b1b,2949,1648,0,37,1,0,2,0,32,usable,
CV,digit-recognizer,20pct,374,CV/digit-recognizer/rank374_20pct/cnn-scratch-vs-lenet-5-digit-classification.ipynb,.ipynb,5f7e97c8ce8a0e68c10c21aa2b12a0fc7aa025888890a44b0b11821f96476626,19087,8011,512,221,23,17,6,0,73,strong,
CV,digit-recognizer,20pct,331,CV/digit-recognizer/rank331_20pct/digit-recognizer.ipynb,.ipynb,705660311977bf8d5033cd7f284e09a5920dd1627b7af9b2f3b5e463cd480363,13427,4721,2742,110,12,14,7,1,61,strong,bad_keyword
CV,digit-recognizer,40pct,567,CV/digit-recognizer/rank567_40pct/sine-multi-scale-cnn-99-1399-params-11-class.ipynb,.ipynb,b3819c1e22cac4125837ad77c706119dc95cac3b9d4ba0b6f407ce40fa69a419,15597,10461,0,231,11,0,4,0,55,strong,
CV,digit-recognizer,40pct,548,CV/digit-recognizer/rank548_40pct/sine-multi-scale-cnn-99-1399-params-11-class.ipynb,.ipynb,b3819c1e22cac4125837ad77c706119dc95cac3b9d4ba0b6f407ce40fa69a419,15597,10461,0,231,11,0,4,0,55,strong,
CV,digit-recognizer,40pct,568,CV/digit-recognizer/rank568_40pct/sine-multi-scale-cnn-99-1399-params-11-class.ipynb,.ipynb,b3819c1e22cac4125837ad77c706119dc95cac3b9d4ba0b6f407ce40fa69a419,15597,10461,0,231,11,0,4,0,55,strong,
CV,digit-recognizer,40pct,561,CV/digit-recognizer/rank561_40pct/sine-multi-scale-cnn-99-1399-params-11-class.ipynb,.ipynb,b3819c1e22cac4125837ad77c706119dc95cac3b9d4ba0b6f407ce40fa69a419,15597,10461,0,231,11,0,4,0,55,strong,
CV,digit-recognizer,70pct,1063,CV/digit-recognizer/rank1063_70pct/digitrecognizer.ipynb,.ipynb,d2bd1c31682298e692470d0fa1655eb21d7454de54b80df2bdc041a9ebe06f94,7678,3615,356,79,7,6,7,0,65,strong,
CV,digit-recognizer,70pct,1062,CV/digit-recognizer/rank1062_70pct/digitrecognizer.ipynb,.ipynb,d2bd1c31682298e692470d0fa1655eb21d7454de54b80df2bdc041a9ebe06f94,7678,3615,356,79,7,6,7,0,65,strong,
CV,digit-recognizer,70pct,1075,CV/digit-recognizer/rank1075_70pct/softmax.ipynb,.ipynb,58a8738323ad74468b6d57afa0a090c3fb3ffb7999048b285d501c9ba5c00210,11418,2547,0,73,35,0,2,0,35,usable,
CV,dogs-vs-cats-redux-kernels-edition,1st,4,CV/dogs-vs-cats-redux-kernels-edition/rank4_1st/cats-vs-dogs-with-env2l-and-sklearn-svc.ipynb,.ipynb,2a01e225177f2a324b9f5ca36b1d6e5e17d1c49822c7b8538144a62843a88e8f,12533,2515,0,45,26,0,6,1,52,strong,bad_keyword
CV,dogs-vs-cats-redux-kernels-edition,70pct,917,CV/dogs-vs-cats-redux-kernels-edition/rank917_70pct/dogvscat.py,.py,f0825030c4865506e21ad223914048c696b0a4f0d3d670f9e679841163b6c3fd,6101,5926,0,141,1,0,4,0,48,strong,
CV,humpback-whale-identification,10pct,316,CV/humpback-whale-identification/rank316_10pct/whale-ensemble-lb-0-866.ipynb,.ipynb,fed554415e40655c29eed5bcbb0be1831d3ca9b1a70f73cb6195e536936f8810,3142,1641,0,41,7,0,1,0,17,weak,thin_ensemble
CV,humpback-whale-identification,1st,4,CV/humpback-whale-identification/rank4_1st/visualisation-of-siamese-net.ipynb,.ipynb,ab1c33f0f842e315a4f2d0ebb5a4cfa27c2b89076cb87a8105a4ffbf308f0124,11694,8370,1035,188,5,9,4,0,58,strong,
CV,humpback-whale-identification,20pct,461,CV/humpback-whale-identification/rank461_20pct/esemble-lb-0-842.ipynb,.ipynb,f3f7661a746e99eb4924b600bedf61fd32f8cc27e8bc6bb3e7910a28d94fa8f3,3184,1583,440,45,4,1,2,0,33,usable,
CV,humpback-whale-identification,40pct,774,CV/humpback-whale-identification/rank774_40pct/triplet-loss-from-pretrained-siamese-net-0-76.ipynb,.ipynb,6e52eab58b51903c907606a310d88e1f44e4eb8dcd9136870b472720ab4d84f8,125798,119226,509,2063,8,8,5,0,67,strong,
CV,humpback-whale-identification,70pct,1473,CV/humpback-whale-identification/rank1473_70pct/fishing-whales.ipynb,.ipynb,95c366fe6e975af6e47aea43847192a55ad01a6d9d1dcee3a2459b57a8979e59,21743,8068,0,77,89,0,6,0,59,strong,
CV,imaterialist-challenge-fashion-2018,10pct,3,CV/imaterialist-challenge-fashion-2018/rank3_10pct/download-images-using-r.R,.R,33269e19dc57407918b6712b5026868f6d188e1fea16cff508079e4be0ba9669,1144,1144,0,38,1,0,0,1,4,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,1st,3,CV/imaterialist-challenge-fashion-2018/rank3_1st/download-images-using-r.R,.R,33269e19dc57407918b6712b5026868f6d188e1fea16cff508079e4be0ba9669,1144,1144,0,38,1,0,0,1,9,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,20pct,45,CV/imaterialist-challenge-fashion-2018/rank45_20pct/download-image-progress-resume-multiprocessing.py,.py,37a18a823938f16dbe6eae01aef69f914105ff073dd4b42d7a6aaf0337e6e16e,2894,2894,0,66,1,0,0,2,-8,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,40pct,84,CV/imaterialist-challenge-fashion-2018/rank84_40pct/simplest-multithreading-downloader.py,.py,a3c796756fda44b558d17cd71e765f93eda0f20bb0a668e321fe05a307d80d05,1629,1629,0,31,1,0,0,2,-20,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,70pct,171,CV/imaterialist-challenge-fashion-2018/rank171_70pct/download-datasets-to-your-google-drive.ipynb,.ipynb,16bbe8e4e9199b38adc540bf2e9eb47b0f750341865a0a67bbcea17f2ec3260c,9375,4211,1517,68,9,6,1,5,-25,reject,bad_keyword
CV,painter-by-numbers,70pct,28,CV/painter-by-numbers/rank28_70pct/frank-first-test-1.ipynb,.ipynb,2ac924e251310461af9d3f16e4493a102d397ff67c17ec896f8c4894e9cb8e39,1305,834,0,6,3,0,0,0,-22,reject,too_short
CV,severstal-steel-defect-detection,10pct,244,CV/severstal-steel-defect-detection/rank244_10pct/severstal-mlcomp-catalyst-infer-0-90672.ipynb,.ipynb,024110466f8d53f4c3a36630c640262a7cf00fa008c94781a2a4b0f0b1a7c200,16220,4311,3639,109,11,15,3,0,55,strong,
CV,severstal-steel-defect-detection,1st,1,CV/severstal-steel-defect-detection/rank1_1st/fork-of-efficientb5-mish-256x400crop-05.py,.py,7022f5f5e1ec80b1545742e12c5643da7ede49c18947d7faabd776bb3b11943d,13456,13456,0,293,1,0,2,0,41,usable,
CV,severstal-steel-defect-detection,70pct,1702,CV/severstal-steel-defect-detection/rank1702_70pct/severstal-steel-batching-inputs-256x256.ipynb,.ipynb,baec7b7bf4cf1d4956cadd185b3b38d2da4e092befececf62aee578ceda0be55,22638,15778,1674,333,38,14,6,0,73,strong,
CV,state-farm-distracted-driver-detection,1st,0,CV/state-farm-distracted-driver-detection/rank0_1st/scripts-are-here.R,.R,480296625a1d4ffbffc6fbda755fb873151764cef3246c89b8e0b4186ae8af54,627,627,0,3,1,0,0,0,-20,reject,too_short
CV,state-farm-distracted-driver-detection,40pct,571,CV/state-farm-distracted-driver-detection/rank571_40pct/keras-sample.py,.py,20fd426e43f7b2f80745dfa4730d37ce913aa7b4e4152805aeda26c9fd6d0794,8886,8886,0,188,1,0,6,0,60,strong,
CV,state-farm-distracted-driver-detection,70pct,1002,CV/state-farm-distracted-driver-detection/rank1002_70pct/keras-sample.py,.py,9160fc0b45087e969a04c2a7c273c5ac01a62cce635487b71cf69b36d31ede80,10862,10862,0,249,1,0,7,0,60,strong,
CV,tgs-salt-identification-challenge,10pct,284,CV/tgs-salt-identification-challenge/rank284_10pct/data-generator-with-shift-and-mirror-augmentation.ipynb,.ipynb,fe60bf0965221d540bd9967fcc0ab0333586bc9cb8b08c75e095b757a5c2802f,2114,1233,56,33,2,1,1,0,19,weak,
CV,tgs-salt-identification-challenge,1st,4,CV/tgs-salt-identification-challenge/rank4_1st/know-your-opponents-well.ipynb,.ipynb,732bf6000184ebe2b93ec00f6febcd4f55729ef2faf01c2e74a5dbb44d877ab2,2753,826,0,12,10,0,1,0,26,usable,
CV,tgs-salt-identification-challenge,20pct,687,CV/tgs-salt-identification-challenge/rank687_20pct/tgs-resnet-final1.ipynb,.ipynb,78604f6ba863c3cdcd136df7031921ee725ada5e60f5f54a0fa3a510ff189677,32665,20363,1204,429,50,24,7,0,73,strong,
CV,tgs-salt-identification-challenge,40pct,1247,CV/tgs-salt-identification-challenge/rank1247_40pct/u-net-image-segmentation.ipynb,.ipynb,cca4bb9583d2639f0a804138fdfe917b0ca9b527be7e54c234d2d81cd0ee02f0,10124,6796,186,124,22,4,4,1,49,strong,bad_keyword
CV,tgs-salt-identification-challenge,70pct,1908,CV/tgs-salt-identification-challenge/rank1908_70pct/tgs-wj.ipynb,.ipynb,31cd5aaf7fa8c315034e8d4de32a88ac3a887ba332d3be3a42fb732a742c156c,21996,13623,657,269,37,13,6,0,73,strong,
CV,understanding_cloud_organization,10pct,130,CV/understanding_cloud_organization/rank130_10pct/ensemble.ipynb,.ipynb,4304f2a9533d2e4644d977fcf9a0b17b8d34c9aba60a8c588fdff2ae783e1ddb,10772,9261,41,183,8,1,5,0,67,strong,
CV,understanding_cloud_organization,1st,24,CV/understanding_cloud_organization/rank24_1st/blending-submissions-using-np-logical-or.ipynb,.ipynb,7dfdcedea1a3eecce5ebbce119d91ed97c862431f24909cb76cbf0ab20e253d2,9278,7542,272,183,6,3,4,0,66,strong,
CV,understanding_cloud_organization,40pct,605,CV/understanding_cloud_organization/rank605_40pct/cloud-segmentation.ipynb,.ipynb,e997e39140de393e54d8e62eeda13b79ba83bb76ee4500df45fcb44ceada4658,29347,25040,214,472,26,6,3,0,55,strong,
CV,understanding_cloud_organization,70pct,1022,CV/understanding_cloud_organization/rank1022_70pct/submitting-chris-unsupervised-masks-cv-0-60.ipynb,.ipynb,afd4fb7882f47d618f002a4d3dfc2291796f1654ffb8ce66c66ef08ab80763a5,20800,14671,3471,259,16,7,7,0,73,strong,
GenAI,drawing-with-llms,10pct,123,GenAI/drawing-with-llms/rank123_10pct/drawing-with-llms-sdxl-turbo-v2.ipynb,.ipynb,567ffb495853b0550490bcfce6516404cfc9be757b0cdc87b39737d9bfb8847d,179839,40175,603,638,37,9,4,0,61,strong,
GenAI,drawing-with-llms,1st,1,GenAI/drawing-with-llms/rank1_1st/new-team-name-1st-place-solution.ipynb,.ipynb,0ad754e2514ce4fe4b824e1623ead4134af1467b8f0aaa465ffe32ae99ac7dc0,35570,29183,109,679,11,6,4,0,66,strong,
GenAI,drawing-with-llms,20pct,249,GenAI/drawing-with-llms/rank249_20pct/getting-old-school-with-gemma-2b-it.ipynb,.ipynb,4343db9e554c57c5258297ba909b378e26d81a61dd6ff6a7791d2ef5f70b1e49,14495,11390,0,207,5,0,4,1,35,usable,bad_keyword
GenAI,drawing-with-llms,40pct,507,GenAI/drawing-with-llms/rank507_40pct/lb-0-52-sd-svg-conversion-using-vtracer.ipynb,.ipynb,ddda572e42040ddad8e081817a526dcb3e8d24ed3ed9ea8dda87f3fe68a382fe,13923,11006,0,187,5,0,4,0,47,strong,
GenAI,drawing-with-llms,70pct,919,GenAI/drawing-with-llms/rank919_70pct/fine-tuned-llama-3b.ipynb,.ipynb,f8400176f3171a70f00a4417dc979cdf1699532149c3c7b7a6891f9c0f18f9a7,13467,9534,1130,190,5,3,5,0,59,strong,
GenAI,feedback-prize-2021,10pct,202,GenAI/feedback-prize-2021/rank202_10pct/feedback-3-eda-sentence-transformers.ipynb,.ipynb,f076bc285d842ae4e2f47f39ad321cc3c01ca44e0d6295fb4a076dbf594a95dd,28215,8454,6482,131,30,16,9,0,73,strong,
GenAI,feedback-prize-2021,1st,1,GenAI/feedback-prize-2021/rank1_1st/feedback-lgb-train.ipynb,.ipynb,b54dd81925884a482c5abcb20ba4fc1ef41bc465560263f066e707b12493e471,25179,23016,245,526,2,3,4,0,58,strong,
GenAI,feedback-prize-2021,20pct,535,GenAI/feedback-prize-2021/rank535_20pct/q-a-inference.ipynb,.ipynb,89b0bce1e5e6bc6e0ffa4ae143f0399a6dd657b9bec92018113f8d6bc36c6a69,18376,7276,340,147,27,2,3,0,55,strong,
GenAI,feedback-prize-2021,40pct,823,GenAI/feedback-prize-2021/rank823_40pct/corrected-train-csv-feedback-prize.ipynb,.ipynb,260bab4b2516679351515a6171d97467974d27bca688b50d9e7ff92ff86fef1d,23426,9604,6160,182,15,15,1,0,43,usable,
GenAI,feedback-prize-2021,70pct,1408,GenAI/feedback-prize-2021/rank1408_70pct/all-about-bert-you-need-to-know.ipynb,.ipynb,70af5493270a6f345fab9537583fea28cc207aa48b43422fcd619abc83fb4728,67993,21159,25724,251,33,78,5,0,67,strong,
GenAI,feedback-prize-effectiveness,10pct,174,GenAI/feedback-prize-effectiveness/rank174_10pct/all-essays-for-3-feedback-competitions.ipynb,.ipynb,d1374d03fc5bd62a16976e77f4e84ea7808302917d4215f7dec773b081c25741,10119,2573,346,54,18,7,2,0,41,usable,
GenAI,feedback-prize-effectiveness,1st,1,GenAI/feedback-prize-effectiveness/rank1_1st/exp08-del-dataset-part-1.ipynb,.ipynb,b31b0f226ab1755536d9416d8cf98411c952eb5cfdaac728dc1aaf67ff1c812a,1700,327,0,4,6,0,0,0,-9,reject,too_short
GenAI,feedback-prize-effectiveness,20pct,339,GenAI/feedback-prize-effectiveness/rank339_20pct/copetition1.ipynb,.ipynb,d8afcace22cfc84c8082c6c9f8c1c250d61b47f262e53d9d59b76c2f3cf850b5,19115,5205,0,123,38,0,6,0,67,strong,
GenAI,feedback-prize-effectiveness,40pct,628,GenAI/feedback-prize-effectiveness/rank628_40pct/train-detectai-deberta.ipynb,.ipynb,c6e17fe5540557c59f0ccdee60e24739ef36b4df9da97ab828eebb64cb5ee7d6,23711,6215,1377,140,26,1,3,0,55,strong,
GenAI,feedback-prize-effectiveness,70pct,1059,GenAI/feedback-prize-effectiveness/rank1059_70pct/feedback-prize-eda-bert-baseline.ipynb,.ipynb,f74201f1435503144ecfb2796d3a5f9cb764fa92dd16e4b5559cfd0b77e800c6,29402,19408,1411,403,20,7,3,0,55,strong,
GenAI,kaggle-llm-science-exam,10pct,346,GenAI/kaggle-llm-science-exam/rank346_10pct/llm-science.ipynb,.ipynb,665db64bb621648dd398b3b331a69d8e0570a5fc9898d33b776f8d2c7ac05613,21366,11557,2992,208,22,3,4,0,61,strong,
GenAI,kaggle-llm-science-exam,1st,7,GenAI/kaggle-llm-science-exam/rank7_1st/d01-wiki-urls.ipynb,.ipynb,e7223ebb3e1003cf0a280382504cb8ba85df1fde40242b812a7f0f91ed8c8e52,26946,10039,153,287,53,12,0,0,42,usable,
GenAI,kaggle-llm-science-exam,20pct,365,GenAI/kaggle-llm-science-exam/rank365_20pct/retriever-reader-model-with-flexible-sharding.ipynb,.ipynb,42626b653c7ca750571543ecc5efac8aefe938a4d079211eb52c8287b414916c,16207,8020,2301,152,12,6,1,0,43,usable,
GenAI,kaggle-llm-science-exam,40pct,1096,GenAI/kaggle-llm-science-exam/rank1096_40pct/explained-platypus2-70b-wikipedia-rag.ipynb,.ipynb,95a1c874e26d1a7f6c8a837b74c911dec4cc2df2a2eade311e898c186cef85eb,31552,13413,14597,195,8,15,4,0,61,strong,
GenAI,kaggle-llm-science-exam,70pct,1916,GenAI/kaggle-llm-science-exam/rank1916_70pct/2023kagglellm-deberta-v3-large-model1-inference.ipynb,.ipynb,a2ad5c811127796653d394012e0feddf3f25af6e9b5c674a043f6f6a88f4ba2b,8538,5425,244,106,7,1,5,0,67,strong,
GenAI,llm-detect-ai-generated-text,10pct,494,GenAI/llm-detect-ai-generated-text/rank494_10pct/simulate-tttt.ipynb,.ipynb,1f99ac3bb588d4cf34fd8008726acde2ee53d9e77364ec2f7fea206616cc9e61,9852,4394,0,71,12,0,1,0,29,usable,
GenAI,llm-detect-ai-generated-text,1st,134,GenAI/llm-detect-ai-generated-text/rank134_1st/0-960-llm-daigt-sub-mod-weights.ipynb,.ipynb,160e9dc2db0ba14ee5f431d2cb322f5511e0c0e4d44ed87990176709a25fc7c2,11786,5331,162,113,14,2,8,0,78,strong,
GenAI,llm-detect-ai-generated-text,20pct,839,GenAI/llm-detect-ai-generated-text/rank839_20pct/ai-text-detection-competition.ipynb,.ipynb,b92d908f1a3e19e3c9dc9b66a8decdca9e9a008d30646488c2790d236ec026a6,24336,10948,8,108,33,1,9,0,73,strong,
GenAI,llm-detect-ai-generated-text,70pct,3044,GenAI/llm-detect-ai-generated-text/rank3044_70pct/random-forest-xgb-lightgbm-sgd.ipynb,.ipynb,29f4f12f61a40cee66857d83d974d0a397323362c3b581c6c51c690ae5269bae,9869,2768,115,39,18,1,6,2,41,usable,bad_keyword
GenAI,llm-prompt-recovery,10pct,204,GenAI/llm-prompt-recovery/rank204_10pct/style-prediction-w-mixtral-mistral7b-gem.ipynb,.ipynb,a5658ceac760aad2dc5e98d16cc539d4dd939b6e0dafb79e3f038a58d722cca1,15075,9345,0,129,11,1,2,0,43,usable,
