domain,competition,bucket,rank,path,suffix,sha256,size_bytes,code_chars,markdown_chars,code_lines,code_cells,markdown_cells,good_hits,bad_hits,score,quality,reasons
CV,digit-recognizer,1st,8,CV/digit-recognizer/rank8_1st/digit-recognizer-cnn-public-mnist-variants.ipynb,.ipynb,aa3a8bdc3b44131fb893a0cea3d4c17d57af8b6790d31d73cad59ab132991554,9236,7807,459,192,5,1,5,0,64,strong,
CV,digit-recognizer,10pct,164,CV/digit-recognizer/rank164_10pct/digit-recognizer-cnn.ipynb,.ipynb,1aae42c409b7fed7c30b254413165fbdd03f6a1d13e12c6b659ef893630b4482,13079,5477,461,140,14,13,7,0,73,strong,
CV,digit-recognizer,20pct,374,CV/digit-recognizer/rank374_20pct/cnn-scratch-vs-lenet-5-digit-classification.ipynb,.ipynb,5f7e97c8ce8a0e68c10c21aa2b12a0fc7aa025888890a44b0b11821f96476626,19087,8011,512,221,23,17,6,0,73,strong,
CV,digit-recognizer,40pct,567,CV/digit-recognizer/rank567_40pct/sine-multi-scale-cnn-99-1399-params-11-class.ipynb,.ipynb,b3819c1e22cac4125837ad77c706119dc95cac3b9d4ba0b6f407ce40fa69a419,15597,10461,0,231,11,0,4,0,55,strong,
CV,digit-recognizer,70pct,1063,CV/digit-recognizer/rank1063_70pct/digitrecognizer.ipynb,.ipynb,d2bd1c31682298e692470d0fa1655eb21d7454de54b80df2bdc041a9ebe06f94,7678,3615,356,79,7,6,7,0,65,strong,
CV,humpback-whale-identification,1st,4,CV/humpback-whale-identification/rank4_1st/visualisation-of-siamese-net.ipynb,.ipynb,ab1c33f0f842e315a4f2d0ebb5a4cfa27c2b89076cb87a8105a4ffbf308f0124,11694,8370,1035,188,5,9,4,0,58,strong,
CV,humpback-whale-identification,10pct,316,CV/humpback-whale-identification/rank316_10pct/whale-ensemble-lb-0-866.ipynb,.ipynb,fed554415e40655c29eed5bcbb0be1831d3ca9b1a70f73cb6195e536936f8810,3142,1641,0,41,7,0,1,0,17,weak,thin_ensemble
CV,humpback-whale-identification,20pct,461,CV/humpback-whale-identification/rank461_20pct/esemble-lb-0-842.ipynb,.ipynb,f3f7661a746e99eb4924b600bedf61fd32f8cc27e8bc6bb3e7910a28d94fa8f3,3184,1583,440,45,4,1,2,0,33,usable,
CV,humpback-whale-identification,40pct,774,CV/humpback-whale-identification/rank774_40pct/triplet-loss-from-pretrained-siamese-net-0-76.ipynb,.ipynb,6e52eab58b51903c907606a310d88e1f44e4eb8dcd9136870b472720ab4d84f8,125798,119226,509,2063,8,8,5,0,67,strong,
CV,humpback-whale-identification,70pct,1473,CV/humpback-whale-identification/rank1473_70pct/fishing-whales.ipynb,.ipynb,95c366fe6e975af6e47aea43847192a55ad01a6d9d1dcee3a2459b57a8979e59,21743,8068,0,77,89,0,6,0,59,strong,
CV,imaterialist-challenge-fashion-2018,1st,3,CV/imaterialist-challenge-fashion-2018/rank3_1st/download-images-using-r.R,.R,33269e19dc57407918b6712b5026868f6d188e1fea16cff508079e4be0ba9669,1144,1144,0,38,1,0,0,1,9,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,10pct,3,CV/imaterialist-challenge-fashion-2018/rank3_10pct/download-images-using-r.R,.R,33269e19dc57407918b6712b5026868f6d188e1fea16cff508079e4be0ba9669,1144,1144,0,38,1,0,0,1,4,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,20pct,45,CV/imaterialist-challenge-fashion-2018/rank45_20pct/download-image-progress-resume-multiprocessing.py,.py,37a18a823938f16dbe6eae01aef69f914105ff073dd4b42d7a6aaf0337e6e16e,2894,2894,0,66,1,0,0,2,-8,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,40pct,84,CV/imaterialist-challenge-fashion-2018/rank84_40pct/simplest-multithreading-downloader.py,.py,a3c796756fda44b558d17cd71e765f93eda0f20bb0a668e321fe05a307d80d05,1629,1629,0,31,1,0,0,2,-20,reject,bad_keyword
CV,imaterialist-challenge-fashion-2018,70pct,171,CV/imaterialist-challenge-fashion-2018/rank171_70pct/download-datasets-to-your-google-drive.ipynb,.ipynb,16bbe8e4e9199b38adc540bf2e9eb47b0f750341865a0a67bbcea17f2ec3260c,9375,4211,1517,68,9,6,1,5,-25,reject,bad_keyword
CV,tgs-salt-identification-challenge,1st,4,CV/tgs-salt-identification-challenge/rank4_1st/know-your-opponents-well.ipynb,.ipynb,732bf6000184ebe2b93ec00f6febcd4f55729ef2faf01c2e74a5dbb44d877ab2,2753,826,0,12,10,0,1,0,26,usable,
CV,tgs-salt-identification-challenge,10pct,284,CV/tgs-salt-identification-challenge/rank284_10pct/data-generator-with-shift-and-mirror-augmentation.ipynb,.ipynb,fe60bf0965221d540bd9967fcc0ab0333586bc9cb8b08c75e095b757a5c2802f,2114,1233,56,33,2,1,1,0,19,weak,
CV,tgs-salt-identification-challenge,20pct,687,CV/tgs-salt-identification-challenge/rank687_20pct/tgs-resnet-final1.ipynb,.ipynb,78604f6ba863c3cdcd136df7031921ee725ada5e60f5f54a0fa3a510ff189677,32665,20363,1204,429,50,24,7,0,73,strong,
CV,tgs-salt-identification-challenge,40pct,1247,CV/tgs-salt-identification-challenge/rank1247_40pct/u-net-image-segmentation.ipynb,.ipynb,cca4bb9583d2639f0a804138fdfe917b0ca9b527be7e54c234d2d81cd0ee02f0,10124,6796,186,124,22,4,4,1,49,strong,bad_keyword
CV,tgs-salt-identification-challenge,70pct,1908,CV/tgs-salt-identification-challenge/rank1908_70pct/tgs-wj.ipynb,.ipynb,31cd5aaf7fa8c315034e8d4de32a88ac3a887ba332d3be3a42fb732a742c156c,21996,13623,657,269,37,13,6,0,73,strong,
GenAI,drawing-with-llms,1st,1,GenAI/drawing-with-llms/rank1_1st/new-team-name-1st-place-solution.ipynb,.ipynb,0ad754e2514ce4fe4b824e1623ead4134af1467b8f0aaa465ffe32ae99ac7dc0,35570,29183,109,679,11,6,4,0,66,strong,
GenAI,drawing-with-llms,10pct,123,GenAI/drawing-with-llms/rank123_10pct/drawing-with-llms-sdxl-turbo-v2.ipynb,.ipynb,567ffb495853b0550490bcfce6516404cfc9be757b0cdc87b39737d9bfb8847d,179839,40175,603,638,37,9,4,0,61,strong,
GenAI,drawing-with-llms,20pct,249,GenAI/drawing-with-llms/rank249_20pct/getting-old-school-with-gemma-2b-it.ipynb,.ipynb,4343db9e554c57c5258297ba909b378e26d81a61dd6ff6a7791d2ef5f70b1e49,14495,11390,0,207,5,0,4,1,35,usable,bad_keyword
GenAI,drawing-with-llms,40pct,507,GenAI/drawing-with-llms/rank507_40pct/lb-0-52-sd-svg-conversion-using-vtracer.ipynb,.ipynb,ddda572e42040ddad8e081817a526dcb3e8d24ed3ed9ea8dda87f3fe68a382fe,13923,11006,0,187,5,0,4,0,47,strong,
GenAI,drawing-with-llms,70pct,919,GenAI/drawing-with-llms/rank919_70pct/fine-tuned-llama-3b.ipynb,.ipynb,f8400176f3171a70f00a4417dc979cdf1699532149c3c7b7a6891f9c0f18f9a7,13467,9534,1130,190,5,3,5,0,59,strong,
GenAI,feedback-prize-2021,1st,1,GenAI/feedback-prize-2021/rank1_1st/feedback-lgb-train.ipynb,.ipynb,b54dd81925884a482c5abcb20ba4fc1ef41bc465560263f066e707b12493e471,25179,23016,245,526,2,3,4,0,58,strong,
GenAI,feedback-prize-2021,10pct,202,GenAI/feedback-prize-2021/rank202_10pct/feedback-3-eda-sentence-transformers.ipynb,.ipynb,f076bc285d842ae4e2f47f39ad321cc3c01ca44e0d6295fb4a076dbf594a95dd,28215,8454,6482,131,30,16,9,0,73,strong,
GenAI,feedback-prize-2021,20pct,535,GenAI/feedback-prize-2021/rank535_20pct/q-a-inference.ipynb,.ipynb,89b0bce1e5e6bc6e0ffa4ae143f0399a6dd657b9bec92018113f8d6bc36c6a69,18376,7276,340,147,27,2,3,0,55,strong,
GenAI,feedback-prize-2021,40pct,823,GenAI/feedback-prize-2021/rank823_40pct/corrected-train-csv-feedback-prize.ipynb,.ipynb,260bab4b2516679351515a6171d97467974d27bca688b50d9e7ff92ff86fef1d,23426,9604,6160,182,15,15,1,0,43,usable,
GenAI,feedback-prize-2021,70pct,1408,GenAI/feedback-prize-2021/rank1408_70pct/all-about-bert-you-need-to-know.ipynb,.ipynb,70af5493270a6f345fab9537583fea28cc207aa48b43422fcd619abc83fb4728,67993,21159,25724,251,33,78,5,0,67,strong,
GenAI,feedback-prize-effectiveness,1st,1,GenAI/feedback-prize-effectiveness/rank1_1st/exp08-del-dataset-part-1.ipynb,.ipynb,b31b0f226ab1755536d9416d8cf98411c952eb5cfdaac728dc1aaf67ff1c812a,1700,327,0,4,6,0,0,0,-9,reject,too_short
GenAI,feedback-prize-effectiveness,10pct,174,GenAI/feedback-prize-effectiveness/rank174_10pct/all-essays-for-3-feedback-competitions.ipynb,.ipynb,d1374d03fc5bd62a16976e77f4e84ea7808302917d4215f7dec773b081c25741,10119,2573,346,54,18,7,2,0,41,usable,
GenAI,feedback-prize-effectiveness,20pct,339,GenAI/feedback-prize-effectiveness/rank339_20pct/copetition1.ipynb,.ipynb,d8afcace22cfc84c8082c6c9f8c1c250d61b47f262e53d9d59b76c2f3cf850b5,19115,5205,0,123,38,0,6,0,67,strong,
GenAI,feedback-prize-effectiveness,40pct,628,GenAI/feedback-prize-effectiveness/rank628_40pct/train-detectai-deberta.ipynb,.ipynb,c6e17fe5540557c59f0ccdee60e24739ef36b4df9da97ab828eebb64cb5ee7d6,23711,6215,1377,140,26,1,3,0,55,strong,
GenAI,feedback-prize-effectiveness,70pct,1059,GenAI/feedback-prize-effectiveness/rank1059_70pct/feedback-prize-eda-bert-baseline.ipynb,.ipynb,f74201f1435503144ecfb2796d3a5f9cb764fa92dd16e4b5559cfd0b77e800c6,29402,19408,1411,403,20,7,3,0,55,strong,
GenAI,kaggle-llm-science-exam,1st,7,GenAI/kaggle-llm-science-exam/rank7_1st/d01-wiki-urls.ipynb,.ipynb,e7223ebb3e1003cf0a280382504cb8ba85df1fde40242b812a7f0f91ed8c8e52,26946,10039,153,287,53,12,0,0,42,usable,
GenAI,kaggle-llm-science-exam,10pct,346,GenAI/kaggle-llm-science-exam/rank346_10pct/llm-science.ipynb,.ipynb,665db64bb621648dd398b3b331a69d8e0570a5fc9898d33b776f8d2c7ac05613,21366,11557,2992,208,22,3,4,0,61,strong,
GenAI,kaggle-llm-science-exam,20pct,365,GenAI/kaggle-llm-science-exam/rank365_20pct/retriever-reader-model-with-flexible-sharding.ipynb,.ipynb,42626b653c7ca750571543ecc5efac8aefe938a4d079211eb52c8287b414916c,16207,8020,2301,152,12,6,1,0,43,usable,
GenAI,kaggle-llm-science-exam,40pct,1096,GenAI/kaggle-llm-science-exam/rank1096_40pct/explained-platypus2-70b-wikipedia-rag.ipynb,.ipynb,95a1c874e26d1a7f6c8a837b74c911dec4cc2df2a2eade311e898c186cef85eb,31552,13413,14597,195,8,15,4,0,61,strong,
GenAI,kaggle-llm-science-exam,70pct,1916,GenAI/kaggle-llm-science-exam/rank1916_70pct/2023kagglellm-deberta-v3-large-model1-inference.ipynb,.ipynb,a2ad5c811127796653d394012e0feddf3f25af6e9b5c674a043f6f6a88f4ba2b,8538,5425,244,106,7,1,5,0,67,strong,
GenAI,llms-you-cant-please-them-all,1st,1,GenAI/llms-you-cant-please-them-all/rank1_1st/5th-place-llms-ycpta.ipynb,.ipynb,a20ac37e588546bc461ada64b3852d62823f36fd1e007fcc1523b4b6dd59be75,7109,4509,52,111,3,3,1,0,40,usable,
GenAI,llms-you-cant-please-them-all,10pct,166,GenAI/llms-you-cant-please-them-all/rank166_10pct/simplesubmission-myadjustments-to-the-original.ipynb,.ipynb,53f4c213d5f5d3099e599f2a9377f99130a6682b178e4b00c065f21708d0b01c,6955,1860,2647,41,5,1,2,0,18,weak,submission_only
GenAI,llms-you-cant-please-them-all,20pct,365,GenAI/llms-you-cant-please-them-all/rank365_20pct/llm-mash-it-up.ipynb,.ipynb,f42c4b7511bd7234b89fa67706922e4ffda8625dd86ed5e54e3a3cce2199fcfe,66261,46191,1080,562,17,16,4,0,61,strong,
GenAI,llms-you-cant-please-them-all,40pct,642,GenAI/llms-you-cant-please-them-all/rank642_40pct/writing-to-divide-the-ai-judgement.ipynb,.ipynb,b63ef8c02c1bece767be012e15ffc68a54525221d4d1d6a6f57aa94f8a7ec1c7,230631,7493,1376,89,7,3,3,0,55,strong,
GenAI,llms-you-cant-please-them-all,70pct,1166,GenAI/llms-you-cant-please-them-all/rank1166_70pct/simple-prompt-engineering-with-mistral-lb-8-366.ipynb,.ipynb,8e3d6491a84074fc4d5f62927beca1ec0a92136d5d54cebf9351e0902407f81b,11557,3774,0,61,19,0,3,1,29,usable,bad_keyword
Medical,osic-pulmonary-fibrosis-progression,1st,567,Medical/osic-pulmonary-fibrosis-progression/rank567_1st/dnn-lgbm-ngboost-elasticnet.ipynb,.ipynb,21843e24103fbc268151628fc487e43d4328a44b4404a6062da1200c82aa6423,20087,15658,31,341,35,2,7,0,78,strong,
Medical,osic-pulmonary-fibrosis-progression,10pct,209,Medical/osic-pulmonary-fibrosis-progression/rank209_10pct/change-in-dropout-and-mloss-values.ipynb,.ipynb,2209e4ffe878568028ff4f8043a4eaad7bb0ebdd9285794990b9c410f59a0224,21699,15100,641,352,47,7,8,0,73,strong,
Medical,osic-pulmonary-fibrosis-progression,20pct,423,Medical/osic-pulmonary-fibrosis-progression/rank423_20pct/fibrosis-osic-submission-21.ipynb,.ipynb,a153d224f6db1a62130bc5f2092f3cb9f5d3acf2b72bb6946b2e482d7bb9e8a6,21512,14981,610,353,47,6,8,0,73,strong,
Medical,osic-pulmonary-fibrosis-progression,40pct,743,Medical/osic-pulmonary-fibrosis-progression/rank743_40pct/pulmonary-fibrosis.ipynb,.ipynb,61b1fb5475ff3ff4a5981c4a9e05b7e159dd9c24cee5279189a25c73c0a510d6,21467,15122,232,354,48,6,8,0,73,strong,
Medical,osic-pulmonary-fibrosis-progression,70pct,1461,Medical/osic-pulmonary-fibrosis-progression/rank1461_70pct/pulmonaryfibrosis-environment-51f0d2.ipynb,.ipynb,4eeca2c68a27e98653654274967f6daa2947c536791f68abc21d8b2a6d866818,10344,8403,54,151,12,3,5,0,67,strong,
Medical,prostate-cancer-grade-assessment,1st,6,Medical/prostate-cancer-grade-assessment/rank6_1st/panda-submit-clas-twodl.ipynb,.ipynb,a65f4e5d283ba474408d36d4fe554701ba604fb932e06c4da33546e4b2ece24c,15699,14136,0,115,4,0,3,0,46,strong,
Medical,prostate-cancer-grade-assessment,10pct,103,Medical/prostate-cancer-grade-assessment/rank103_10pct/tile-factory.ipynb,.ipynb,156dfa54de2b1307dceedb3e6c729f602c05f32f3c0ffaf1277889a3b2c22be1,18560,15171,1046,349,12,3,0,0,37,usable,
Medical,prostate-cancer-grade-assessment,20pct,202,Medical/prostate-cancer-grade-assessment/rank202_20pct/panda-stain-norm-downsample12x64x64-inference.ipynb,.ipynb,3e6547d8497675dc34294e50c5bbd5f6f15f68b04508fb60f93f18bb5e58292c,15578,12963,85,231,15,5,3,0,55,strong,
Medical,prostate-cancer-grade-assessment,40pct,311,Medical/prostate-cancer-grade-assessment/rank311_40pct/mi-zero-demo.ipynb,.ipynb,ceda13da418d35e409b56b529b3bc462ce838f1a4c18c4bcf96b16b40ef203f6,22998,9983,0,222,36,0,2,0,43,usable,
Medical,prostate-cancer-grade-assessment,70pct,709,Medical/prostate-cancer-grade-assessment/rank709_70pct/getting-started-with-the-panda-dataset.ipynb,.ipynb,7ea04a81505c72b462546f6151aacc31e93e7f68982f081213e3cf42a8d64629,27674,13002,9992,227,29,20,1,0,43,usable,
Medical,rsna-breast-cancer-detection,1st,1,Medical/rsna-breast-cancer-detection/rank1_1st/rsna-mammo-rejection-ensemble-v2-ishikei.ipynb,.ipynb,8c57007d9f99ed6187f119a6ce63592f511945f21c60665dc81a81c761a8ca27,112491,95682,202,1894,35,9,5,0,72,strong,
Medical,rsna-breast-cancer-detection,10pct,125,Medical/rsna-breast-cancer-detection/rank125_10pct/logistic-regression-tabular-data.ipynb,.ipynb,36e657aa9d53ee3e6907a23cba79b6147e809e309a5d8f2ce9621c04fa066120,13194,4517,399,77,20,5,6,0,65,strong,
Medical,rsna-breast-cancer-detection,20pct,333,Medical/rsna-breast-cancer-detection/rank333_20pct/rsna-eda-and-nii-files.ipynb,.ipynb,dd7245ce9c2946cdc492e8c00369eab9c27934e5b875f75c76bfc4d58daa0203,5322,1788,291,44,8,6,0,0,29,usable,
Medical,rsna-breast-cancer-detection,40pct,676,Medical/rsna-breast-cancer-detection/rank676_40pct/train-pytorch-lightning-gpu-tpu-w-b-kfolds.ipynb,.ipynb,1e24d4766c0bb9d652426f012ea94197287d95da875d80fd36cb4db785164c17,19249,10839,2343,251,15,12,4,0,61,strong,
Medical,rsna-breast-cancer-detection,70pct,1184,Medical/rsna-breast-cancer-detection/rank1184_70pct/rsna-breast-baseline-inference.ipynb,.ipynb,01f9bcea59e244635ae389d26db2eff8c33b693367887d630d904132f65dd2b9,15416,7584,302,204,17,8,2,0,49,strong,
Medical,rsna-intracranial-hemorrhage-detection,1st,62,Medical/rsna-intracranial-hemorrhage-detection/rank62_1st/final-cnn-kernel.ipynb,.ipynb,f443b5ce7a8aeeba1c99ad05cd67d23e18ff4bb3f13f4ba2d58fe9cc3d6e2d59,26084,22895,0,438,22,0,6,0,72,strong,
Medical,rsna-intracranial-hemorrhage-detection,10pct,62,Medical/rsna-intracranial-hemorrhage-detection/rank62_10pct/final-cnn-kernel.ipynb,.ipynb,f443b5ce7a8aeeba1c99ad05cd67d23e18ff4bb3f13f4ba2d58fe9cc3d6e2d59,26084,22895,0,438,22,0,6,0,67,strong,
Medical,rsna-intracranial-hemorrhage-detection,20pct,62,Medical/rsna-intracranial-hemorrhage-detection/rank62_20pct/final-cnn-kernel.ipynb,.ipynb,f443b5ce7a8aeeba1c99ad05cd67d23e18ff4bb3f13f4ba2d58fe9cc3d6e2d59,26084,22895,0,438,22,0,6,0,67,strong,
Medical,rsna-intracranial-hemorrhage-detection,40pct,171,Medical/rsna-intracranial-hemorrhage-detection/rank171_40pct/5th-preprocessing-adjacent-images-and-cropping.ipynb,.ipynb,a67419e48ad0e682ccef1b947ba7f3a189aa5074c3cefcb148c00191402cd943,11085,5401,2566,127,19,11,2,0,49,strong,
Medical,rsna-intracranial-hemorrhage-detection,70pct,299,Medical/rsna-intracranial-hemorrhage-detection/rank299_70pct/basic-eda-albumentations-augs.ipynb,.ipynb,acfa7ed4051f13caa74ce7dc12c4947bbf88c4a50d27c60c0b896d58aa71603b,14990,8613,870,169,42,18,1,0,43,usable,
Medical,siim-isic-melanoma-classification,1st,755,Medical/siim-isic-melanoma-classification/rank755_1st/melanoma-minmax.ipynb,.ipynb,b70c579799fb81c9b37f5df82a6f6798185a402df7fbae3c0d52b0896f1a1a26,3341,2058,229,26,4,1,2,0,30,usable,
Medical,siim-isic-melanoma-classification,10pct,335,Medical/siim-isic-melanoma-classification/rank335_10pct/chris-submission-oof-weighted-ensemble-prlb-0-9427.ipynb,.ipynb,b0b1417e59845ae7ae0a8b5e4b9ed34e7d395ce4a6f31d2534763580a8745741,23646,21776,0,403,10,0,3,0,37,usable,thin_ensemble
